name:en_aa,name:en_var,type_var,2014
Shandong,GHG market-based instruments,ind,0.0
Shandong,PMR & NAMA,ind,0.028
Shandong,Voluntary GHG reporting by corporates,ind,0.002
Shandong,Investor pressure – PRI signatories,ind,0.001
Shandong,Corporate energy efficiency initiatives,ind,0.038
Shandong,Corporate emission reduction policies,ind,0.038
Shandong,Capacity building – env. business training,ind,0.0
Shandong,Capacity building – think tanks,ind,0.038
Hubei,Score,score,1.226
Hubei,Enabling framework,param,1.27
Hubei,Clean energy policies,ind,0.26
Hubei,Power sector structure,ind,0.072
Hubei,Distributed energy regulatory framework,ind,0.0
Hubei,Clean energy rural electrification,ind,0.04
Hubei,Energy access policies,ind,0.0
Hubei,Policy barriers,ind,0.004
Hubei,Clean energy installed capacity,ind,0.019
Hubei,Growth rate of installed capacity,ind,0.0
Hubei,Clean energy electricity generation,ind,0.014
Hubei,Growth rate of electricity generation,ind,0.019
Hubei,Biofuels production,ind,0.0
Hubei,Growth rate biofuels production,ind,0.0
Hubei,Average electricity spot prices,ind,0.029
Hubei,Average retail electricity prices,ind,0.019
Hubei,Average residential electricity prices,ind,0.0
Hubei,Average commercial electricity prices,ind,0.0
Hubei,Average industrial electricity prices,ind,0.0
Hubei,Average kerosene prices,ind,0.0
Hubei,Average diesel prices,ind,0.0
Hubei,Growth rate of power demand,ind,0.028
Hubei,Electrification rate,ind,0.002
Hubei,Population using solid fuels for cooking,ind,0.0
Hubei,Financing and Investments,param,0.883
Hubei,Clean energy investments,ind,0.009
Hubei,Growth rate of clean energy investments,ind,0.057
Hubei,Asset finance investments,ind,0.0
Hubei,Corporate finance investments,ind,0.0
Hubei,VC/PE investments,ind,0.0
Hubei,"Loans, grants, grant programs",ind,0.0
Hubei,Local investments,ind,0.0
Hubei,Number of Green MFI,ind,0.0
Hubei,Green micro-loans,ind,0.0
Hubei,Green micro-borrowers,ind,0.0
Hubei,Average cost of green micro debt,ind,0.0
Hubei,Average cost of debt,ind,0.09
Hubei,Swap rate,ind,0.108
Hubei,Value chains,param,1.414
Hubei,Financial institutions in clean energy,ind,0.075
Hubei,Value chains by clean energy sector,ind,0.118
Hubei,Distributed clean energy value chains by sector,ind,0.0
Hubei,Clean energy service providers,ind,0.019
Hubei,Distributed clean energy service providers,ind,0.0
Hubei,GHG management,param,1.62
Hubei,Carbon offsets historical activity,ind,0.038
Hubei,CDM risk,ind,0.062
Hubei,Carbon offsets future potential,ind,0.0
Hubei,GHG emissions reduction target,ind,0.0
Hubei,GHG country registry,ind,0.0
Hubei,GHG market-based instruments,ind,0.0
Hubei,PMR & NAMA,ind,0.028
Hubei,Voluntary GHG reporting by corporates,ind,0.002
Hubei,Investor pressure – PRI signatories,ind,0.001
Hubei,Corporate energy efficiency initiatives,ind,0.038
Hubei,Corporate emission reduction policies,ind,0.038
Hubei,Capacity building – env. business training,ind,0.0
Hubei,Capacity building – think tanks,ind,0.038
Guangdong,Score,score,1.488
Guangdong,Enabling framework,param,1.399
Guangdong,Clean energy policies,ind,0.26
Guangdong,Power sector structure,ind,0.072
Guangdong,Distributed energy regulatory framework,ind,0.0
Guangdong,Clean energy rural electrification,ind,0.04
Guangdong,Energy access policies,ind,0.0
Guangdong,Policy barriers,ind,0.004
Guangdong,Clean energy installed capacity,ind,0.035
Guangdong,Growth rate of installed capacity,ind,0.0
Guangdong,Clean energy electricity generation,ind,0.013
Guangdong,Growth rate of electricity generation,ind,0.058
Guangdong,Biofuels production,ind,0.0
Guangdong,Growth rate biofuels production,ind,0.0
Guangdong,Average electricity spot prices,ind,0.032
Guangdong,Average retail electricity prices,ind,0.023
Guangdong,Average residential electricity prices,ind,0.0
Guangdong,Average commercial electricity prices,ind,0.0
Guangdong,Average industrial electricity prices,ind,0.0
Guangdong,Average kerosene prices,ind,0.0
Guangdong,Average diesel prices,ind,0.0
Guangdong,Growth rate of power demand,ind,0.021
Guangdong,Electrification rate,ind,0.002
Guangdong,Population using solid fuels for cooking,ind,0.0
Guangdong,Financing and Investments,param,0.79
Guangdong,Clean energy investments,ind,0.006
Guangdong,Growth rate of clean energy investments,ind,0.032
Guangdong,Asset finance investments,ind,0.0
Guangdong,Corporate finance investments,ind,0.0
Guangdong,VC/PE investments,ind,0.0
Guangdong,"Loans, grants, grant programs",ind,0.0
Guangdong,Local investments,ind,0.0
Guangdong,Number of Green MFI,ind,0.0
Guangdong,Green micro-loans,ind,0.0
Guangdong,Green micro-borrowers,ind,0.0
Guangdong,Average cost of green micro debt,ind,0.0
Guangdong,Average cost of debt,ind,0.09
Guangdong,Swap rate,ind,0.108
Guangdong,Value chains,param,2.428
Guangdong,Financial institutions in clean energy,ind,0.15
Guangdong,Value chains by clean energy sector,ind,0.158
Guangdong,Distributed clean energy value chains by sector,ind,0.0
Guangdong,Clean energy service providers,ind,0.056
Guangdong,Distributed clean energy service providers,ind,0.0
Guangdong,GHG management,param,2.204
Guangdong,Carbon offsets historical activity,ind,0.075
Guangdong,CDM risk,ind,0.075
Guangdong,Carbon offsets future potential,ind,0.0
Guangdong,GHG emissions reduction target,ind,0.0
Guangdong,GHG country registry,ind,0.0
Guangdong,GHG market-based instruments,ind,0.0
Guangdong,PMR & NAMA,ind,0.028
Guangdong,Voluntary GHG reporting by corporates,ind,0.002
Guangdong,Investor pressure – PRI signatories,ind,0.001
Guangdong,Corporate energy efficiency initiatives,ind,0.038
Guangdong,Corporate emission reduction policies,ind,0.038
Guangdong,Capacity building – env. business training,ind,0.038
Guangdong,Capacity building – think tanks,ind,0.038
Sichuan,Score,score,1.375
Sichuan,Enabling framework,param,1.267
Sichuan,Clean energy policies,ind,0.26
Sichuan,Power sector structure,ind,0.072
Sichuan,Distributed energy regulatory framework,ind,0.0
Sichuan,Clean energy rural electrification,ind,0.04
Sichuan,Energy access policies,ind,0.0
Sichuan,Policy barriers,ind,0.004
Sichuan,Clean energy installed capacity,ind,0.044
Sichuan,Growth rate of installed capacity,ind,0.0
Sichuan,Clean energy electricity generation,ind,0.027
Sichuan,Growth rate of electricity generation,ind,0.014
Sichuan,Biofuels production,ind,0.0
Sichuan,Growth rate biofuels production,ind,0.0
Sichuan,Average electricity spot prices,ind,0.028
Sichuan,Average retail electricity prices,ind,0.015
Sichuan,Average residential electricity prices,ind,0.0
Sichuan,Average commercial electricity prices,ind,0.0
Sichuan,Average industrial electricity prices,ind,0.0
Sichuan,Average kerosene prices,ind,0.0
Sichuan,Average diesel prices,ind,0.0
Sichuan,Growth rate of power demand,ind,0.0
Sichuan,Electrification rate,ind,0.002
Sichuan,Population using solid fuels for cooking,ind,0.0
Sichuan,Financing and Investments,param,0.935
Sichuan,Clean energy investments,ind,0.011
Sichuan,Growth rate of clean energy investments,ind,0.071
Sichuan,Asset finance investments,ind,0.0
Sichuan,Corporate finance investments,ind,0.0
Sichuan,VC/PE investments,ind,0.0
Sichuan,"Loans, grants, grant programs",ind,0.0
Sichuan,Local investments,ind,0.0
Sichuan,Number of Green MFI,ind,0.0
Sichuan,Green micro-loans,ind,0.0
Sichuan,Green micro-borrowers,ind,0.0
Sichuan,Average cost of green micro debt,ind,0.0
Sichuan,Average cost of debt,ind,0.09
Sichuan,Swap rate,ind,0.108
Sichuan,Value chains,param,1.819
Sichuan,Financial institutions in clean energy,ind,0.038
Sichuan,Value chains by clean energy sector,ind,0.207
Sichuan,Distributed clean energy value chains by sector,ind,0.0
Sichuan,Clean energy service providers,ind,0.028
Sichuan,Distributed clean energy service providers,ind,0.0
Sichuan,GHG management,param,2.12
Sichuan,Carbon offsets historical activity,ind,0.112
Sichuan,CDM risk,ind,0.062
Sichuan,Carbon offsets future potential,ind,0.0
Sichuan,GHG emissions reduction target,ind,0.0
Sichuan,GHG country registry,ind,0.0
Sichuan,GHG market-based instruments,ind,0.0
Sichuan,PMR & NAMA,ind,0.028
Sichuan,Voluntary GHG reporting by corporates,ind,0.002
Sichuan,Investor pressure – PRI signatories,ind,0.001
Sichuan,Corporate energy efficiency initiatives,ind,0.038
Sichuan,Corporate emission reduction policies,ind,0.038
Sichuan,Capacity building – env. business training,ind,0.038
Sichuan,Capacity building – think tanks,ind,0.0
Yunnan,Score,score,1.41
Yunnan,Enabling framework,param,1.352
Yunnan,Clean energy policies,ind,0.26
Yunnan,Power sector structure,ind,0.072
Yunnan,Distributed energy regulatory framework,ind,0.0
Yunnan,Clean energy rural electrification,ind,0.04
Yunnan,Energy access policies,ind,0.0
Yunnan,Policy barriers,ind,0.004
Yunnan,Clean energy installed capacity,ind,0.07
Yunnan,Growth rate of installed capacity,ind,0.0
Yunnan,Clean energy electricity generation,ind,0.033
Yunnan,Growth rate of electricity generation,ind,0.023
Yunnan,Biofuels production,ind,0.0
Yunnan,Growth rate biofuels production,ind,0.0
Yunnan,Average electricity spot prices,ind,0.023
Yunnan,Average retail electricity prices,ind,0.014
Yunnan,Average residential electricity prices,ind,0.0
Yunnan,Average commercial electricity prices,ind,0.0
Yunnan,Average industrial electricity prices,ind,0.0
Yunnan,Average kerosene prices,ind,0.0
Yunnan,Average diesel prices,ind,0.0
Yunnan,Growth rate of power demand,ind,0.0
Yunnan,Electrification rate,ind,0.002
Yunnan,Population using solid fuels for cooking,ind,0.0
Yunnan,Financing and Investments,param,1.042
Yunnan,Clean energy investments,ind,0.054
Yunnan,Growth rate of clean energy investments,ind,0.06
Yunnan,Asset finance investments,ind,0.0
Yunnan,Corporate finance investments,ind,0.0
Yunnan,VC/PE investments,ind,0.0
Yunnan,"Loans, grants, grant programs",ind,0.0
Yunnan,Local investments,ind,0.0
Yunnan,Number of Green MFI,ind,0.0
Yunnan,Green micro-loans,ind,0.0
Yunnan,Green micro-borrowers,ind,0.0
Yunnan,Average cost of green micro debt,ind,0.0
Yunnan,Average cost of debt,ind,0.09
Yunnan,Swap rate,ind,0.108
Yunnan,Value chains,param,1.299
Yunnan,Financial institutions in clean energy,ind,0.038
Yunnan,Value chains by clean energy sector,ind,0.148
Yunnan,Distributed clean energy value chains by sector,ind,0.0
Yunnan,Clean energy service providers,ind,0.009
Yunnan,Distributed clean energy service providers,ind,0.0
Yunnan,GHG management,param,2.454
Yunnan,Carbon offsets historical activity,ind,0.15
Yunnan,CDM risk,ind,0.075
Yunnan,Carbon offsets future potential,ind,0.0
Yunnan,GHG emissions reduction target,ind,0.0
Yunnan,GHG country registry,ind,0.0
Yunnan,GHG market-based instruments,ind,0.0
Yunnan,PMR & NAMA,ind,0.028
Yunnan,Voluntary GHG reporting by corporates,ind,0.002
Yunnan,Investor pressure – PRI signatories,ind,0.001
Yunnan,Corporate energy efficiency initiatives,ind,0.038
Yunnan,Corporate emission reduction policies,ind,0.038
Yunnan,Capacity building – env. business training,ind,0.0
Yunnan,Capacity building – think tanks,ind,0.038
Xizang,Score,score,1.065
Xizang,Enabling framework,param,1.394
Xizang,Clean energy policies,ind,0.26
Xizang,Power sector structure,ind,0.072
Xizang,Distributed energy regulatory framework,ind,0.0
Xizang,Clean energy rural electrification,ind,0.04
Xizang,Energy access policies,ind,0.0
Xizang,Policy barriers,ind,0.004
Xizang,Clean energy installed capacity,ind,0.08
Xizang,Growth rate of installed capacity,ind,0.0
Xizang,Clean energy electricity generation,ind,0.049
Xizang,Growth rate of electricity generation,ind,0.015
Xizang,Biofuels production,ind,0.0
Xizang,Growth rate biofuels production,ind,0.0
Xizang,Average electricity spot prices,ind,0.0
Xizang,Average retail electricity prices,ind,0.035
Xizang,Average residential electricity prices,ind,0.0
Xizang,Average commercial electricity prices,ind,0.0
Xizang,Average industrial electricity prices,ind,0.0
Xizang,Average kerosene prices,ind,0.0
Xizang,Average diesel prices,ind,0.0
Xizang,Growth rate of power demand,ind,0.0
Xizang,Electrification rate,ind,0.002
Xizang,Population using solid fuels for cooking,ind,0.0
Xizang,Financing and Investments,param,1.015
Xizang,Clean energy investments,ind,0.094
Xizang,Growth rate of clean energy investments,ind,0.012
Xizang,Asset finance investments,ind,0.0
Xizang,Corporate finance investments,ind,0.0
Xizang,VC/PE investments,ind,0.0
Xizang,"Loans, grants, grant programs",ind,0.0
Xizang,Local investments,ind,0.0
Xizang,Number of Green MFI,ind,0.0
Xizang,Green micro-loans,ind,0.0
Xizang,Green micro-borrowers,ind,0.0
Xizang,Average cost of green micro debt,ind,0.0
Xizang,Average cost of debt,ind,0.09
Xizang,Swap rate,ind,0.108
Xizang,Value chains,param,0.444
Xizang,Financial institutions in clean energy,ind,0.038
Xizang,Value chains by clean energy sector,ind,0.02
Xizang,Distributed clean energy value chains by sector,ind,0.0
Xizang,Clean energy service providers,ind,0.009
Xizang,Distributed clean energy service providers,ind,0.0
Xizang,GHG management,param,0.954
Xizang,Carbon offsets historical activity,ind,0.0
Xizang,CDM risk,ind,0.0
Xizang,Carbon offsets future potential,ind,0.0
Xizang,GHG emissions reduction target,ind,0.0
Xizang,GHG country registry,ind,0.0
Xizang,GHG market-based instruments,ind,0.0
Xizang,PMR & NAMA,ind,0.028
Xizang,Voluntary GHG reporting by corporates,ind,0.002
Xizang,Investor pressure – PRI signatories,ind,0.001
Xizang,Corporate energy efficiency initiatives,ind,0.038
Xizang,Corporate emission reduction policies,ind,0.038
Xizang,Capacity building – env. business training,ind,0.0
Xizang,Capacity building – think tanks,ind,0.038
Gansu,Score,score,1.637
Gansu,Enabling framework,param,1.511
Gansu,Clean energy policies,ind,0.26
Gansu,Power sector structure,ind,0.072
Gansu,Distributed energy regulatory framework,ind,0.0
Gansu,Clean energy rural electrification,ind,0.04
Gansu,Energy access policies,ind,0.0
Gansu,Policy barriers,ind,0.004
Gansu,Clean energy installed capacity,ind,0.086
Gansu,Growth rate of installed capacity,ind,0.0
Gansu,Clean energy electricity generation,ind,0.027
Gansu,Growth rate of electricity generation,ind,0.035
Gansu,Biofuels production,ind,0.0
Gansu,Growth rate biofuels production,ind,0.0
Gansu,Average electricity spot prices,ind,0.021
Gansu,Average retail electricity prices,ind,0.013
Gansu,Average residential electricity prices,ind,0.0
Gansu,Average commercial electricity prices,ind,0.0
Gansu,Average industrial electricity prices,ind,0.0
Gansu,Average kerosene prices,ind,0.0
Gansu,Average diesel prices,ind,0.0
Gansu,Growth rate of power demand,ind,0.044
Gansu,Electrification rate,ind,0.002
Gansu,Population using solid fuels for cooking,ind,0.0
Gansu,Financing and Investments,param,2.044
Gansu,Clean energy investments,ind,0.317
Gansu,Growth rate of clean energy investments,ind,0.099
Gansu,Asset finance investments,ind,0.0
Gansu,Corporate finance investments,ind,0.0
Gansu,VC/PE investments,ind,0.0
Gansu,"Loans, grants, grant programs",ind,0.0
Gansu,Local investments,ind,0.0
Gansu,Number of Green MFI,ind,0.0
Gansu,Green micro-loans,ind,0.0
Gansu,Green micro-borrowers,ind,0.0
Gansu,Average cost of green micro debt,ind,0.0
Gansu,Average cost of debt,ind,0.09
Gansu,Swap rate,ind,0.108
Gansu,Value chains,param,0.641
Gansu,Financial institutions in clean energy,ind,0.038
Gansu,Value chains by clean energy sector,ind,0.049
Gansu,Distributed clean energy value chains by sector,ind,0.0
Gansu,Clean energy service providers,ind,0.009
Gansu,Distributed clean energy service providers,ind,0.0
Gansu,GHG management,param,2.204
Gansu,Carbon offsets historical activity,ind,0.112
Gansu,CDM risk,ind,0.075
Gansu,Carbon offsets future potential,ind,0.0
Gansu,GHG emissions reduction target,ind,0.0
Gansu,GHG country registry,ind,0.0
Gansu,GHG market-based instruments,ind,0.0
Gansu,PMR & NAMA,ind,0.028
Gansu,Voluntary GHG reporting by corporates,ind,0.002
Gansu,Investor pressure – PRI signatories,ind,0.001
Gansu,Corporate energy efficiency initiatives,ind,0.038
Gansu,Corporate emission reduction policies,ind,0.038
Gansu,Capacity building – env. business training,ind,0.038
Gansu,Capacity building – think tanks,ind,0.0
Qinghai,Score,score,1.674
Qinghai,Enabling framework,param,1.559
Qinghai,Clean energy policies,ind,0.26
Qinghai,Power sector structure,ind,0.072
Qinghai,Distributed energy regulatory framework,ind,0.0
Qinghai,Clean energy rural electrification,ind,0.04
Qinghai,Energy access policies,ind,0.0
Qinghai,Policy barriers,ind,0.004
Qinghai,Clean energy installed capacity,ind,0.059
Qinghai,Growth rate of installed capacity,ind,0.001
Qinghai,Clean energy electricity generation,ind,0.019
Qinghai,Growth rate of electricity generation,ind,0.067
Qinghai,Biofuels production,ind,0.0
Qinghai,Growth rate biofuels production,ind,0.0
Qinghai,Average electricity spot prices,ind,0.022
Qinghai,Average retail electricity prices,ind,0.011
Qinghai,Average residential electricity prices,ind,0.0
Qinghai,Average commercial electricity prices,ind,0.0
Qinghai,Average industrial electricity prices,ind,0.0
Qinghai,Average kerosene prices,ind,0.0
Qinghai,Average diesel prices,ind,0.0
Qinghai,Growth rate of power demand,ind,0.066
Qinghai,Electrification rate,ind,0.002
Qinghai,Population using solid fuels for cooking,ind,0.0
Qinghai,Financing and Investments,param,2.13
Qinghai,Clean energy investments,ind,0.338
Qinghai,Growth rate of clean energy investments,ind,0.103
Qinghai,Asset finance investments,ind,0.0
Qinghai,Corporate finance investments,ind,0.0
Qinghai,VC/PE investments,ind,0.0
Qinghai,"Loans, grants, grant programs",ind,0.0
Qinghai,Local investments,ind,0.0
Qinghai,Number of Green MFI,ind,0.0
Qinghai,Green micro-loans,ind,0.0
Qinghai,Green micro-borrowers,ind,0.0
Qinghai,Average cost of green micro debt,ind,0.0
Qinghai,Average cost of debt,ind,0.09
Qinghai,Swap rate,ind,0.108
Qinghai,Value chains,param,0.905
Qinghai,Financial institutions in clean energy,ind,0.038
Qinghai,Value chains by clean energy sector,ind,0.089
Qinghai,Distributed clean energy value chains by sector,ind,0.0
Qinghai,Clean energy service providers,ind,0.009
Qinghai,Distributed clean energy service providers,ind,0.0
Qinghai,GHG management,param,1.87
Qinghai,Carbon offsets historical activity,ind,0.038
Qinghai,CDM risk,ind,0.062
Qinghai,Carbon offsets future potential,ind,0.0
Qinghai,GHG emissions reduction target,ind,0.0
Qinghai,GHG country registry,ind,0.0
Qinghai,GHG market-based instruments,ind,0.0
Qinghai,PMR & NAMA,ind,0.028
Qinghai,Voluntary GHG reporting by corporates,ind,0.002
Qinghai,Investor pressure – PRI signatories,ind,0.001
Qinghai,Corporate energy efficiency initiatives,ind,0.038
Qinghai,Corporate emission reduction policies,ind,0.038
Qinghai,Capacity building – env. business training,ind,0.038
Qinghai,Capacity building – think tanks,ind,0.038
Xinjiang,Score,score,1.694
Xinjiang,Enabling framework,param,1.61
Xinjiang,Clean energy policies,ind,0.26
Xinjiang,Power sector structure,ind,0.072
Xinjiang,Distributed energy regulatory framework,ind,0.0
Xinjiang,Clean energy rural electrification,ind,0.04
Xinjiang,Energy access policies,ind,0.0
Xinjiang,Policy barriers,ind,0.004
Xinjiang,Clean energy installed capacity,ind,0.046
Xinjiang,Growth rate of installed capacity,ind,0.0
Xinjiang,Clean energy electricity generation,ind,0.014
Xinjiang,Growth rate of electricity generation,ind,0.077
Xinjiang,Biofuels production,ind,0.0
Xinjiang,Growth rate biofuels production,ind,0.0
Xinjiang,Average electricity spot prices,ind,0.016
Xinjiang,Average retail electricity prices,ind,0.013
Xinjiang,Average residential electricity prices,ind,0.0
Xinjiang,Average commercial electricity prices,ind,0.0
Xinjiang,Average industrial electricity prices,ind,0.0
Xinjiang,Average kerosene prices,ind,0.0
Xinjiang,Average diesel prices,ind,0.0
Xinjiang,Growth rate of power demand,ind,0.1
Xinjiang,Electrification rate,ind,0.002
Xinjiang,Population using solid fuels for cooking,ind,0.0
Xinjiang,Financing and Investments,param,1.635
Xinjiang,Clean energy investments,ind,0.14
Xinjiang,Growth rate of clean energy investments,ind,0.153
Xinjiang,Asset finance investments,ind,0.0
Xinjiang,Corporate finance investments,ind,0.0
Xinjiang,VC/PE investments,ind,0.0
Xinjiang,"Loans, grants, grant programs",ind,0.0
Xinjiang,Local investments,ind,0.0
Xinjiang,Number of Green MFI,ind,0.0
Xinjiang,Green micro-loans,ind,0.0
Xinjiang,Green micro-borrowers,ind,0.0
Xinjiang,Average cost of green micro debt,ind,0.0
Xinjiang,Average cost of debt,ind,0.09
Xinjiang,Swap rate,ind,0.108
Xinjiang,Value chains,param,1.299
Xinjiang,Financial institutions in clean energy,ind,0.038
Xinjiang,Value chains by clean energy sector,ind,0.148
Xinjiang,Distributed clean energy value chains by sector,ind,0.0
Xinjiang,Clean energy service providers,ind,0.009
Xinjiang,Distributed clean energy service providers,ind,0.0
Xinjiang,GHG management,param,2.454
Xinjiang,Carbon offsets historical activity,ind,0.15
Xinjiang,CDM risk,ind,0.075
Xinjiang,Carbon offsets future potential,ind,0.0
Xinjiang,GHG emissions reduction target,ind,0.0
Xinjiang,GHG country registry,ind,0.0
Xinjiang,GHG market-based instruments,ind,0.0
Xinjiang,PMR & NAMA,ind,0.028
Xinjiang,Voluntary GHG reporting by corporates,ind,0.002
Xinjiang,Investor pressure – PRI signatories,ind,0.001
Xinjiang,Corporate energy efficiency initiatives,ind,0.038
Xinjiang,Corporate emission reduction policies,ind,0.038
Xinjiang,Capacity building – env. business training,ind,0.038
Xinjiang,Capacity building – think tanks,ind,0.0
Colombia,Score,score,1.328
Colombia,Enabling framework,param,0.981
Colombia,Clean energy policies,ind,0.063
Colombia,Power sector structure,ind,0.181
Colombia,Distributed energy regulatory framework,ind,0.0
Colombia,Clean energy rural electrification,ind,0.04
Colombia,Energy access policies,ind,0.0
Colombia,Policy barriers,ind,0.005
Colombia,Clean energy installed capacity,ind,0.013
Colombia,Growth rate of installed capacity,ind,0.0
Colombia,Clean energy electricity generation,ind,0.008
Colombia,Growth rate of electricity generation,ind,0.0
Colombia,Biofuels production,ind,0.011
Colombia,Growth rate biofuels production,ind,0.001
Colombia,Average electricity spot prices,ind,0.037
Colombia,Average retail electricity prices,ind,0.033
Colombia,Average residential electricity prices,ind,0.0
Colombia,Average commercial electricity prices,ind,0.0
Colombia,Average industrial electricity prices,ind,0.0
Colombia,Average kerosene prices,ind,0.0
Colombia,Average diesel prices,ind,0.0
Colombia,Growth rate of power demand,ind,0.0
Colombia,Electrification rate,ind,0.002
Colombia,Population using solid fuels for cooking,ind,0.0
Colombia,Financing and Investments,param,0.656
Colombia,Clean energy investments,ind,0.003
Colombia,Growth rate of clean energy investments,ind,0.0
Colombia,Asset finance investments,ind,0.0
Colombia,Corporate finance investments,ind,0.0
Colombia,VC/PE investments,ind,0.0
Colombia,"Loans, grants, grant programs",ind,0.007
Colombia,Local investments,ind,0.0
Colombia,Number of Green MFI,ind,0.035
Colombia,Green micro-loans,ind,0.0
Colombia,Green micro-borrowers,ind,0.0
Colombia,Average cost of green micro debt,ind,0.009
Colombia,Average cost of debt,ind,0.049
Colombia,Swap rate,ind,0.094
Colombia,Value chains,param,1.987
Colombia,Financial institutions in clean energy,ind,0.112
Colombia,Value chains by clean energy sector,ind,0.148
Colombia,Distributed clean energy value chains by sector,ind,0.0
Colombia,Clean energy service providers,ind,0.038
Colombia,Distributed clean energy service providers,ind,0.0
Colombia,GHG management,param,2.95
Colombia,Carbon offsets historical activity,ind,0.112
Colombia,CDM risk,ind,0.038
Colombia,Carbon offsets future potential,ind,0.021
Colombia,GHG emissions reduction target,ind,0.056
Colombia,GHG country registry,ind,0.056
Colombia,GHG market-based instruments,ind,0.0
Colombia,PMR & NAMA,ind,0.038
Colombia,Voluntary GHG reporting by corporates,ind,0.025
Colombia,Investor pressure – PRI signatories,ind,0.0
Colombia,Corporate energy efficiency initiatives,ind,0.011
Colombia,Corporate emission reduction policies,ind,0.011
Colombia,Capacity building – env. business training,ind,0.038
Colombia,Capacity building – think tanks,ind,0.038
Costa Rica,Score,score,1.5
Costa Rica,Enabling framework,param,1.253
Costa Rica,Clean energy policies,ind,0.074
Costa Rica,Power sector structure,ind,0.067
Costa Rica,Distributed energy regulatory framework,ind,0.0
Costa Rica,Clean energy rural electrification,ind,0.04
Costa Rica,Energy access policies,ind,0.0
Costa Rica,Policy barriers,ind,0.029
Costa Rica,Clean energy installed capacity,ind,0.089
Costa Rica,Growth rate of installed capacity,ind,0.0
Costa Rica,Clean energy electricity generation,ind,0.066
Costa Rica,Growth rate of electricity generation,ind,0.002
Costa Rica,Biofuels production,ind,0.068
Costa Rica,Growth rate biofuels production,ind,0.0
Costa Rica,Average electricity spot prices,ind,0.0
Costa Rica,Average retail electricity prices,ind,0.063
Costa Rica,Average residential electricity prices,ind,0.0
Costa Rica,Average commercial electricity prices,ind,0.0
Costa Rica,Average industrial electricity prices,ind,0.0
Costa Rica,Average kerosene prices,ind,0.0
Costa Rica,Average diesel prices,ind,0.0
Costa Rica,Growth rate of power demand,ind,0.0
Costa Rica,Electrification rate,ind,0.002
Costa Rica,Population using solid fuels for cooking,ind,0.0
Costa Rica,Financing and Investments,param,1.055
Costa Rica,Clean energy investments,ind,0.03
Costa Rica,Growth rate of clean energy investments,ind,0.052
Costa Rica,Asset finance investments,ind,0.0
Costa Rica,Corporate finance investments,ind,0.0
Costa Rica,VC/PE investments,ind,0.0
Costa Rica,"Loans, grants, grant programs",ind,0.012
Costa Rica,Local investments,ind,0.15
Costa Rica,Number of Green MFI,ind,0.013
Costa Rica,Green micro-loans,ind,0.001
Costa Rica,Green micro-borrowers,ind,0.001
Costa Rica,Average cost of green micro debt,ind,0.005
Costa Rica,Average cost of debt,ind,0.036
Costa Rica,Swap rate,ind,0.017
Costa Rica,Value chains,param,1.789
Costa Rica,Financial institutions in clean energy,ind,0.112
Costa Rica,Value chains by clean energy sector,ind,0.118
Costa Rica,Distributed clean energy value chains by sector,ind,0.0
Costa Rica,Clean energy service providers,ind,0.038
Costa Rica,Distributed clean energy service providers,ind,0.0
Costa Rica,GHG management,param,2.413
Costa Rica,Carbon offsets historical activity,ind,0.075
Costa Rica,CDM risk,ind,0.05
Costa Rica,Carbon offsets future potential,ind,0.012
Costa Rica,GHG emissions reduction target,ind,0.094
Costa Rica,GHG country registry,ind,0.0
Costa Rica,GHG market-based instruments,ind,0.019
Costa Rica,PMR & NAMA,ind,0.038
Costa Rica,Voluntary GHG reporting by corporates,ind,0.0
Costa Rica,Investor pressure – PRI signatories,ind,0.0
Costa Rica,Corporate energy efficiency initiatives,ind,0.0
Costa Rica,Corporate emission reduction policies,ind,0.0
Costa Rica,Capacity building – env. business training,ind,0.038
Costa Rica,Capacity building – think tanks,ind,0.038
Dominican Republic,Score,score,1.158
Dominican Republic,Enabling framework,param,1.54
Dominican Republic,Clean energy policies,ind,0.215
Dominican Republic,Power sector structure,ind,0.115
Dominican Republic,Distributed energy regulatory framework,ind,0.0
Dominican Republic,Clean energy rural electrification,ind,0.04
Dominican Republic,Energy access policies,ind,0.0
Dominican Republic,Policy barriers,ind,0.013
Dominican Republic,Clean energy installed capacity,ind,0.026
Dominican Republic,Growth rate of installed capacity,ind,0.0
Dominican Republic,Clean energy electricity generation,ind,0.014
Dominican Republic,Growth rate of electricity generation,ind,0.039
Dominican Republic,Biofuels production,ind,0.0
Dominican Republic,Growth rate biofuels production,ind,0.0
Dominican Republic,Average electricity spot prices,ind,0.071
Dominican Republic,Average retail electricity prices,ind,0.038
Dominican Republic,Average residential electricity prices,ind,0.0
Dominican Republic,Average commercial electricity prices,ind,0.0
Dominican Republic,Average industrial electricity prices,ind,0.0
Dominican Republic,Average kerosene prices,ind,0.0
Dominican Republic,Average diesel prices,ind,0.0
Dominican Republic,Growth rate of power demand,ind,0.043
Dominican Republic,Electrification rate,ind,0.002
Dominican Republic,Population using solid fuels for cooking,ind,0.0
Dominican Republic,Financing and Investments,param,0.308
Dominican Republic,Clean energy investments,ind,0.004
Dominican Republic,Growth rate of clean energy investments,ind,0.0
Dominican Republic,Asset finance investments,ind,0.0
Dominican Republic,Corporate finance investments,ind,0.0
Dominican Republic,VC/PE investments,ind,0.0
Dominican Republic,"Loans, grants, grant programs",ind,0.0
